id,store_id,product_category,date,baseline_expected,actual_units,revenue,returns_units,stock_available,event_id,created_at
487,1,Footwear,2026-08-01,509.7,515.7,750098.89,23.3,650.5,,2026-09-05 07:12:52.793976
488,15,Footwear,2026-07-22,404.1,372.1,656328.83,28.8,426.5,,2026-09-05 07:12:52.793976
489,12,Men's Wear,2026-08-06,690.7,743.5,1258724.38,63.6,908.8,,2026-09-05 07:12:52.793976
490,11,Kids Wear,2026-08-07,523.9,612.2,931095.36,44.1,787.0,,2026-09-05 07:12:52.793976
491,12,Casual Wear,2026-07-18,862.9,837.3,1150368.11,62.2,1073.4,,2026-09-05 07:12:52.793976
492,13,Kids Wear,2026-08-17,348.1,360.9,439753.58,17.3,420.8,,2026-09-05 07:12:52.793976
493,7,Accessories,2026-07-19,480.5,490.9,788568.72,42.1,657.1,,2026-09-05 07:12:52.793976
494,11,Men's Wear,2026-07-20,1007.2,1183.1,1520075.65,49.8,1504.7,,2026-09-05 07:12:52.793976
495,9,Casual Wear,2026-08-10,1348.6,1347.4,1894863.43,81.7,1743.2,,2026-09-05 07:12:52.793976
496,3,Women's Wear,2026-08-03,882.8,806.4,1089966.58,36.9,1049.4,,2026-09-05 07:12:52.793976
497,14,Traditional Wear,2026-07-30,1319.3,1378.0,2108062.7,75.1,1543.6,,2026-09-05 07:12:52.793976
498,4,Footwear,2026-08-29,400.7,400.1,565854.63,29.4,468.3,,2026-09-05 07:12:52.793976
499,10,Traditional Wear,2026-08-17,1034.4,979.9,1355598.85,67.8,1244.1,,2026-09-05 07:12:52.793976
500,13,Men's Wear,2026-08-12,685.7,697.3,967802.8,55.3,916.0,,2026-09-05 07:12:52.793976
501,7,Men's Wear,2026-07-25,1053.0,1043.8,1542432.68,60.5,1243.8,,2026-09-05 07:12:52.793976
502,2,Women's Wear,2026-07-31,890.1,817.5,1118642.12,66.5,1117.8,,2026-09-05 07:12:52.793976
503,5,Footwear,2026-08-23,724.4,805.1,981188.69,55.6,983.5,,2026-09-05 07:12:52.793976
504,4,Traditional Wear,2026-07-29,885.0,889.9,1601140.92,56.6,1185.8,,2026-09-05 07:12:52.793976
505,7,Women's Wear,2026-08-12,1199.7,1215.7,1824369.26,54.1,1470.0,,2026-09-05 07:12:52.793976
506,11,Women's Wear,2026-09-04,1094.4,1076.1,1687778.47,52.0,1349.7,,2026-09-05 07:12:52.793976
507,3,Women's Wear,2026-08-07,995.9,1011.5,1658053.52,88.0,1124.9,,2026-09-05 07:12:52.793976
508,8,Women's Wear,2026-07-18,1133.2,1114.9,1366516.28,56.1,1530.0,,2026-09-05 07:12:52.793976
509,7,Kids Wear,2026-08-12,693.7,732.6,924493.59,64.8,945.1,,2026-09-05 07:12:52.793976
510,14,Footwear,2026-08-18,486.9,493.9,644198.65,35.9,597.4,,2026-09-05 07:12:52.793976
511,15,Accessories,2026-07-25,226.8,233.1,336481.09,18.8,280.5,,2026-09-05 07:12:52.793976
512,8,Casual Wear,2026-07-16,1190.1,1184.3,1733743.22,61.0,1485.5,,2026-09-05 07:12:52.793976
513,4,Women's Wear,2026-08-18,684.5,681.7,912256.26,54.9,897.2,,2026-09-05 07:12:52.793976
514,11,Kids Wear,2026-08-05,535.0,524.5,833092.48,31.8,615.3,,2026-09-05 07:12:52.793976
515,10,Casual Wear,2026-08-27,763.9,802.5,989921.63,42.5,926.1,,2026-09-05 07:12:52.793976
516,10,Casual Wear,2026-08-10,879.1,890.3,1457229.32,72.2,1232.3,,2026-09-05 07:12:52.793976
517,8,Casual Wear,2026-08-22,1580.5,1637.5,2555324.04,130.6,2204.3,,2026-09-05 07:12:52.793976
518,10,Footwear,2026-08-24,412.4,439.7,708512.66,37.9,562.4,,2026-09-05 07:12:52.793976
519,4,Kids Wear,2026-08-31,391.5,400.7,602098.12,24.4,458.7,,2026-09-05 07:12:52.793976
520,3,Kids Wear,2026-08-29,627.5,675.0,1165489.82,44.9,894.9,,2026-09-05 07:12:52.793976
521,8,Footwear,2026-08-30,585.1,608.5,1013105.19,44.1,764.6,,2026-09-05 07:12:52.793976
522,14,Traditional Wear,2026-08-12,1261.6,1166.5,2056601.3,74.8,1552.1,,2026-09-05 07:12:52.793976
523,10,Accessories,2026-08-13,349.2,347.1,444402.5,22.2,406.0,,2026-09-05 07:12:52.793976
524,2,Men's Wear,2026-07-12,774.6,761.3,1031320.16,30.7,1007.3,,2026-09-05 07:12:52.793976
525,10,Casual Wear,2026-09-04,753.5,853.7,1210001.83,40.8,1105.9,,2026-09-05 07:12:52.793976
526,5,Accessories,2026-08-19,495.6,479.6,751594.78,43.0,584.7,,2026-09-05 07:12:52.793976
527,7,Casual Wear,2026-08-22,1229.7,1186.8,1604869.99,65.7,1428.1,,2026-09-05 07:12:52.793976
528,7,Footwear,2026-07-21,481.9,499.8,635471.44,25.7,667.2,,2026-09-05 07:12:52.793976
529,2,Women's Wear,2026-08-25,854.7,869.5,1400537.27,37.0,1057.9,,2026-09-05 07:12:52.793976
530,1,Accessories,2026-07-26,373.5,389.3,501105.82,33.6,479.1,14.0,2026-09-05 07:12:52.793976
531,5,Women's Wear,2026-08-31,1189.1,1171.6,1687557.31,85.3,1389.4,,2026-09-05 07:12:52.793976
532,1,Accessories,2026-07-28,528.5,480.3,702862.96,24.1,623.0,,2026-09-05 07:12:52.793976
533,9,Men's Wear,2026-07-15,886.5,831.7,1305032.11,61.3,1004.6,,2026-09-05 07:12:52.793976
534,1,Women's Wear,2026-07-25,1022.4,1303.3,1779737.11,78.2,1695.5,14.0,2026-09-05 07:12:52.793976
535,10,Women's Wear,2026-08-10,801.8,814.5,1116432.11,66.4,1119.5,,2026-09-05 07:12:52.793976
536,6,Accessories,2026-08-13,310.9,313.2,412395.17,27.1,398.5,,2026-09-05 07:12:52.793976
537,3,Kids Wear,2026-08-19,534.0,514.5,653520.68,33.8,605.7,,2026-09-05 07:12:52.793976
538,14,Accessories,2026-08-01,420.3,420.0,747445.97,28.6,559.0,,2026-09-05 07:12:52.793976
539,6,Accessories,2026-07-18,340.1,337.4,428417.35,14.6,435.3,,2026-09-05 07:12:52.793976
540,11,Footwear,2026-08-21,461.4,459.1,814107.07,30.2,506.3,,2026-09-05 07:12:52.793976
541,5,Women's Wear,2026-07-13,1157.7,1157.4,1773982.75,56.6,1382.1,,2026-09-05 07:12:52.793976
542,15,Casual Wear,2026-08-22,708.3,682.4,1098571.46,58.3,852.8,,2026-09-05 07:12:52.793976
543,4,Footwear,2026-08-23,354.1,357.6,608563.98,20.7,476.9,,2026-09-05 07:12:52.793976
544,15,Traditional Wear,2026-08-28,869.0,934.4,1465415.96,73.1,1179.6,,2026-09-05 07:12:52.793976
545,14,Kids Wear,2026-09-02,530.3,565.4,873379.95,30.4,653.0,,2026-09-05 07:12:52.793976
546,15,Casual Wear,2026-07-18,710.7,675.7,1044631.6,28.9,905.3,,2026-09-05 07:12:52.793976
547,9,Traditional Wear,2026-08-05,1299.3,1286.8,2298101.68,96.4,1593.1,,2026-09-05 07:12:52.793976
548,1,Traditional Wear,2026-07-22,1419.8,1775.8,2535232.95,80.0,2146.0,14.0,2026-09-05 07:12:52.793976
549,5,Women's Wear,2026-07-11,1255.7,1187.6,1685862.91,77.1,1381.4,,2026-09-05 07:12:52.793976
550,13,Men's Wear,2026-07-22,564.5,570.1,838296.36,39.1,794.6,,2026-09-05 07:12:52.793976
551,1,Traditional Wear,2026-09-12,1000.0,1240.0,2478760.0,54.0,1450.0,1.0,2026-09-05 07:12:52.883255
